median_income,median_house_value
1.7865,88000
2.3352,84300
1.6,79400
3.05,121600
1.0521,69100
1.75,37900
5.0524,269800
4.016,274500
3.2875,275000
2.1287,95000
1.7257,91500
1.7727,86100
1.9375,87000
0.8641,84200
1.125,93800
1.9224,94000
1.3929,104200
4.2895,186800
2.3475,90300
3.0156,111500
1.4423,88300
2.64,112100
3.2222,156300
5.0187,140600
2.2301,122400
3.2674,129100
2.6399,119600
2.7628,167800
3.6417,178400
4.1146,177800
5.3433,286500
5.0399,253400
5.1067,247300
6.2712,267700
6.0677,321600
5.943,288200
6.516,401000
4.5,304000
3.5089,261900
2.675,22500
2.8456,183300
3.724,220100
2.5,195800
3.3594,186900
4.1587,212200
4.0804,239000
2.7243,218100
2.9441,200400
3.6321,209100
2.9219,217200
3.4091,223000
2.3946,141700
2.2672,162500
6,311400
5.1691,263200
4.0536,262000
5.5357,273700
4.4286,234900
6.5576,358500
6.3538,333700
4.1212,287500
5.828,324400
6.3669,315500
7.3089,331200
3.7557,109400
1.9797,85800
2.4805,73200
2.5795,68400
1.6654,74600
1.7038,78300
2.0074,66900
2.4605,105900
2.1829,69500
2.275,122400
2.1336,75000
3.0313,103600
2.2868,103100
2.9688,152700
3.13,116700
2.0202,71100
1.5536,212500
2.625,187500
2.02,87500
1.7245,92200
2.32,91300
2.5875,173400
2.4917,200000
1.9667,84600
3.1806,107200
3.5417,114800
2.2589,131600
1.8906,104200
2.83,110500
4.6,136800
1.9018,109700
4.0417,99300
3.1625,103600
3.0806,118500
2.9091,141900
2.3281,85800
2.6607,90400
3.15,86900
2.0708,89600
3.9722,313400
2.996,126100
3.3295,126600
3.5,103600
1.7188,96100
2.675,104200
2.2056,107200
3.2396,101900
2.0938,94400
1.9851,86700
3.0089,100800
1.9727,114100
2.7457,107800
3.5,134700
5.0718,162500
4.225,127600
3.5714,109700
4.3333,121400
3.7891,117700
3.8333,118800
3.017,97600
2.875,87500
4.0313,126000
4.975,206300
4.0714,437500
1.875,500001
4.8311,172200
3.93,163400
3.7625,113200
2.902,127300
3.2027,128600
2.8562,128200
3.1635,132600
2.9444,119300
1.7222,118500
3.4688,120100
4.9583,87500
0.9227,95500
4.7083,213300
6.844,239600
4.6394,173400
6.314,228900
5.3344,217500
4.7276,197500
4.1163,172500
4.5246,198900
5.4413,187900
5.584,186600
3.225,163300
3.2964,176900
5.2032,217100
3.9036,180800
4.0714,300600
4.5568,170100
4.1843,207600
4.3981,202800
5.5111,196300
4.835,230600
4,167400
4.825,184600
2.5625,146100
2.2269,128300
2.8807,142600
2.5104,120500
2.1603,111300
2.3314,121600
2.6392,148500
1.5625,108300
2.9844,127900
2.7273,128600
3.6406,150900
2.1682,138100
2.9,158700
2.9219,141300
4.03,141200
2.3583,108700
3.0217,106900
1.7266,94700
2.7201,117500
4.0709,151700
4.0675,140200
4.0197,132200
3.0789,131700
3.9812,136600
2.5865,133800
2.5042,126400
2.6833,118800
3.6125,100000
3.5192,98000
3.5667,115600
4.625,162500
4.0827,170700
5.7373,208300
3.0565,118800
3.5511,155900
3.4872,141400
2.3319,138500
2.101,56700
1.372,49600
1.5625,47500
1.975,47500
1.7011,44800
0.9513,50400
1.5833,56700
2.2206,59200
2.1518,53000
1.4427,47700
1.2344,43300
1.7829,52600
1.5227,46900
1.5547,93900
2.5045,90300
1.2375,50000
1.2813,56400
1.0513,39600
2.1094,75000
0.799,51800
1.3527,61200
1.123,46700
1.8967,43800
1.6435,52600
2.6176,54100
2.4137,62100
4.35,67500
2.4167,73900
1.25,53000
2.0043,53500
1.5625,52800
1.0481,48500
1.0472,57800
1.3922,49500
1.3304,51300
1.2404,52500
2.1458,34400
1.3047,44100
1.3587,45300
2.1905,61800
1.5611,44400
2.875,60600
1.4577,49800
2.3269,50800
2.1304,58500
1.3343,60800
1.8723,52600
1.4419,45500
1.6325,52100
2.0536,50000
4.7463,93100
2.7813,120300
1.5449,62500
4.0027,93100
4.9196,117900
7.2211,171700
3.5128,121600
4.4583,108300
2.6875,153800
1.4007,225000
1.4646,65900
6.8162,127200
0.6991,89500
2.2437,54200
5.2608,151400
3.0179,91600
2.0294,70400
1.7986,49300
2.1563,88300
1.8355,74200
3.9211,92300
3.4107,110400
1.6607,58000
3.0139,65300
2.9013,89500
1.6602,61200
3.5781,92800
3.3438,92600
2.1691,66700
2.77,68400
2.2466,96000
1.7692,74200
2.6146,81300
2.0658,67900
2.5809,78300
3.5375,96700
1.4817,72000
1.976,67300
2.0781,48800
1.575,57100
1.3929,55600
2.9306,67900
2.2029,54200
1.7636,55100
1.8971,66900
1.4028,68500
1.6429,69200
1.7298,58400
2.4375,57100
2.3952,78400
1.175,56100
1,45000
1.5273,59000
2.1055,61300
1.7344,51300
1.2937,52000
1.4635,46600
1.75,49800
1.4766,50600
2.19,53400
1.2545,45500
1.2101,49100
1.869,56000
1.5174,54600
1.6548,49400
1.3029,69100
1.8667,62800
3.3125,70100
1.7083,48300
1.8641,50800
2.9545,59600
1.2065,55600
1.8958,51300
1.9955,54200
2.5111,55400
1.7994,58700
1.4766,52800
1.4107,59800
1.3278,44500
2.3006,69000
2.6611,74700
3.1,71300
3.9514,86900
1.6073,64700
3.1719,67900
2.4956,87500
2.4728,88300
2.3108,72000
3.8088,87700
3.6681,82000
2.1461,75900
3.1417,74600
2.1653,78800
3.1953,85700
3.9338,84700
3.25,81400
2.0536,55000
2.6932,66400
3,72800
2.625,71500
3.7578,69200
2.6767,87500
2.9406,73000
2.5737,76900
2.6726,70400
2.4405,74300
2.3333,81300
2.2467,70700
2.785,72300
2.1439,60200
2.0564,64700
2.5434,67300
1.9375,67700
1.2176,61900
2.3562,58100
1.9784,70700
2.0357,60200
3.8105,87600
2.2614,73000
2.319,59100
2.3967,58700
3.5972,89900
3.15,72200
2.5804,78900
3.4265,85000
3.625,83400
2.6127,69600
3.0568,71300
2.9081,65600
2.4286,68100
2.625,71600
2.8359,80300
3.6522,80200
3.0938,76700
3.7821,80400
3.4213,84500
2.7857,79700
2.9853,74700
2.0446,81300
2.9315,83200
1.8214,80100
2.8194,81100
2.875,74500
3.3125,106100
4.1719,126400
3.6204,119800
2.9808,89600
2.3194,90600
1.7,69000
3.4861,112500
2.6852,70800
1.6168,71800
1.8299,57800
3.6,83200
1.8,60400
3.087,88200
3.4297,112500
3.2813,105400
2.1618,55300
2.7917,82800
3.8056,165400
1.3221,61200
7.5,256200
5.1781,122500
6.7181,160300
4.8036,141600
4.7622,89300
3.3239,91300
5.5842,88900
5.5405,119300
4.2132,96500
3.3942,72100
4.6726,107800
3.755,68000
3.6563,88800
2.9565,73000
2.5595,67900
10.5144,345900
8.9669,213900
8.7716,229200
6.8645,195900
6.9903,141200
5.3241,123000
7.4201,229700
6.1175,144700
5.5357,167700
7.2909,155600
5.2809,151500
5.0698,150900
7.7062,188300
8.3608,187300
8.2737,193500
5.9897,123600
5.3886,125300
3.2569,124400
3.2147,111900
2.8274,79500
4.2071,128300
1.9511,54000
1.7926,51700
3.7656,145000
4.2304,94400
5.4868,158800
3.3229,119300
4.049,126000
5.6445,135500
2.3667,69300
3.2143,93000
4.3315,95800
2.2215,72200
3.4167,105200
1.7708,53500
3.4542,121200
5.4513,143300
6.3359,169300
6.1575,160100
3.8571,90100
2.9471,99500
3.5958,88800
3.125,80800
3.4074,72700
2.0469,66900
3.3272,65600
2.5223,66200
1.3385,58800
3.3447,71400
1.9575,67000
2.0324,55500
3,79700
2.6055,69200
2.6522,65900
1.6854,64700
2.9506,73800
1.9386,67500
2.03,58800
3.5542,96500
2.4167,71900
5.187,153800
3.069,69600
1.8514,66500
3.32,124700
4.25,132200
3.2642,89600
2.3293,73400
2.256,64500
1.5122,47500
2.9301,68300
2.1544,72800
2.1383,78800
2.9937,81100
3.3281,75100
2.1573,71400
2.293,71700
2.5893,70900
2.9244,84600
2.8994,66000
2.2094,83700
2.7222,83100
2.4678,74300
2.3333,90600
2.197,74500
1.2716,69400
3.4279,84700
2.3375,99300
3.567,85500
3.625,89500
4.2153,95200
4.5179,99600
5.2595,110900
4.7804,101100
5.0635,108500
4.0196,84200
4.9292,109400
4.1098,108200
5.3272,174200
5.0941,143700
3.9032,140800
2.4861,86300
6.9405,165200
4,164600
4.5398,143100
5.308,167500
2.5904,71400
2.3173,68200
2.7159,68000
1.8061,113400
3.5078,109000
5.3478,138800
5.0828,111400
2.3381,112500
1.6618,69700
1.7969,72800
2.9453,72200
2.7778,79700
1.9483,112500
2.2639,52500
3.9943,100200
4.9327,89500
1.4913,54600
3.1814,78900
4.4356,111300
5.0864,113700
6.1133,120000
4.5577,123300
4.9432,114400
5.0253,106200
1.8021,55900
4.81,93600
3.9792,88900
2.5446,93800
4.4934,88000
4.2066,88400
3.2813,68700
6.011,163100
3.7697,83600
3.5417,71300
2.7404,76300
2.6875,60600
4.0993,83000
6.0132,150800
4.9904,157300
5.6739,173800
4.526,148700
4.925,154700
3.0833,133300
4.5625,136900
5.4895,156700
4.0227,126500
4.5375,130600
4.5938,106900
3.6161,99500
2.5741,73000
2.181,59900
2.6458,84800
2.6823,72900
2.1182,58900
2.3687,63900
3.1442,72300
3.7261,83900
1.9766,58100
1.7132,55900
2.2448,58900
1.9076,55800
2.1515,63900
2.59,69300
3.2917,160100
3.4044,115300
3.625,107600
2.3618,80000
3.5074,93800
2.3359,92400
4.2679,151800
3.332,111800
3.1736,111800
3.9141,123900
2,83300
4.1838,85600
4.1563,94000
3.3269,102700
3.875,125000
3.0729,144600
5.1314,179200
3.7857,78600
2.6902,94400
2.2202,100000
2.2278,90500
2.6058,92200
1.6486,55200
1.7292,52000
1.5642,51500
1.4481,51700
2.4219,65800
2.2863,69200
2.0417,72500
2.5,73000
3.625,108300
3.7917,90500
3.9073,91600
1.767,63300
2.825,67600
1.8975,60900
1.516,56700
3.9844,118100
1.6875,66100
2.5234,63500
3.7813,87300
3.825,84200
2.309,57100
1.4937,54700
1.586,56900
2.2206,63400
1.9913,95300
1.8958,55100
1.5625,55800
1.6094,55200
3.0521,113800
2.5562,93200
1.9676,62400
2.6858,62400
3.5987,131700
2.8287,73100
2.6974,73000
4.0197,88000
2.2727,92700
2.5556,69700
1.8333,68300
1.5833,65100
1.2647,55300
1.4415,54400
2.0658,92500
1.625,53000
1.8878,51600
3.2917,111500
4.2045,120900
2.2132,76600
1.6635,67000
2.5033,70100
3.0294,70200
3.2019,95700
3.0469,82700
2.1908,110000
3.1333,100000
3.3214,101600
2.5921,94200
3.2083,75000
2.8125,79200
1.7813,57900
2.4044,72500
2.0216,76800
2.7321,83600
2.4375,78200
2.5208,60000
2.975,90000
2.0313,69400
2.4814,74600
2.4006,76400
2.4474,75600
1.7176,58400
2.8913,60900
2.1771,39200
2.1153,112500
2.3295,55000
1.5086,64700
1.4191,55100
2.4398,87500
2.1458,104200
3.0658,65000
1.8264,62000
2.7461,70000
3.2639,86400
4.381,86300
2.7792,85300
1.7075,60400
3.0134,55500
2.25,76600
2.4937,66000
2.3026,90600
2.293,57200
1.5536,58300
2.4786,56000
1.947,68900
2.5,112500
1.9417,38800
1.7184,55200
1.9056,60000
1.8125,58000
1.4038,54300
1.3386,63000
2.3523,66000
2.8182,90500
2.1759,58100
2.4414,71900
2.3295,74400
2.2083,55000
4.125,67500
4.625,162500
2.0192,63700
1.6948,67500
3.0469,85000
2.3507,65600
3.0469,72200
2.325,69600
2.2569,94300
3.35,85400
1.9375,73100
1.6607,14999
2.3851,67500
3.6429,87500
3.25,81600
2.4861,71900
2.165,58700
2.3566,71000
1.3708,125000
2.1,66900
2.0625,63400
2.8333,69700
2.1705,53000
2.5625,70000
2.8466,95300
2.4917,77100
1.832,70500
2.1746,58700
0.957,60000
1.7308,80500
1.7778,76900
1.585,75500
1.8529,62500
2.2566,92700
2.5417,85400
1.6369,68300
1.8242,70000
1.745,70500
1.4668,64600
1.9688,70500
2.9038,82000
2.8529,85600
2.2227,81300
2.5536,70200
2.5096,72200
2.1607,67000
4.8516,116100
2.8056,82800
2.442,69000
1.75,67500
2.5,72600
1.755,74100
1.6111,74700
1.1386,74100
2.4896,81000
3.1711,104200
3.8,81800
2.1135,90600
3.0216,86400
3.4219,92800
2.9143,99600
3.375,100600
3.3984,90000
2.5536,96100
2.1101,86900
2.2478,81100
2.8833,83000
3.5833,92800
3.2216,98100
3.5156,143000
3.9792,133900
1.1157,150000
1.1742,75000
1.1576,87500
2.2138,99200
1.1479,101100
2.2188,105800
0.7684,153100
1.725,57500
2.0657,81100
1.5326,74100
2.4321,82100
2.7321,92600
3.3462,50800
2.5667,139500
3.0469,136000
1.6667,78800
2.0644,79800
1.0486,36700
1.8208,50000
1.4911,59200
1.8065,62700
2.1542,83800
2.0156,62800
2.4708,119400
3.0208,143400
1.9741,97900
3.538,102700
2.9485,98800
2.4559,75600
2.6923,84200
3.2891,106300
2.1726,75500
2.6847,111300
3.1406,96000
2.96,81700
2.5893,99600
3.5076,73600
2.7639,90200
2.3147,70100
2.8182,126900
5.0329,165600
1.8993,78400
2.9911,119700
3.8095,119900
3.9659,111800
4.0357,128900
2.8446,100500
4.2054,130600
3.5363,90100
1.6528,58100
2.5179,79000
3.0536,107000
2.8958,86400
2.5804,92100
2.4519,85100
2.0938,79600
4.025,128100
1.5625,66800
2.178,76800
3.4408,95200
2.7644,97300
2.3167,92600
1.7153,77100
2.6987,92500
2.1354,75100
2.4896,74100
3.25,94800
2.2357,72300
1.7574,57500
2.3947,70500
3.5345,55000
2.6094,71300
2.3571,111400
3.0806,106700
3.0147,94600
1.9417,76100
2.625,135600
1.319,70700
2.0962,74000
1.725,54300
1.2227,76800
2.087,82400
1.9625,101500
2.1864,101900
1.8793,60800
2.163,53400
2.101,46700
1,40000
1.6552,43300
2.4511,72500
2.9,87500
2.0463,61200
2.2969,62000
3.3472,91700
3.4038,107800
3.1979,113500
1.4583,58600
2.2054,66400
1.7159,62200
1.9088,63700
1.5372,69400
1.9464,60600
4.3523,96000
3.2593,80800
3.0091,70800
2.4063,70700
5.4349,143000
3.8177,107200
1.5217,60300
1.975,66400
1.9911,67500
3.6528,100000
6.2558,146300
3.3182,113800
2.3594,74300
1.9375,80900
3.5735,71100
1.9939,65800
1.8958,67500
1.7604,68600
3.2396,62300
1.7411,63500
1.9531,61100
3.5282,67500
4.875,90800
4.1293,83200
3.3583,102800
3.1667,125000
2.1792,55200
2.2083,93800
2.0938,87500
1.625,112500
4.475,96300
2.5664,67500
3.6597,87500
1.7188,69900
1.1853,72600
1.875,93800
2.6172,88500
2.2417,79200
1.735,61200
2.3571,63100
3.4107,142500
2.1136,61000
1.2083,53600
1.6607,56100
1.275,60400
1.6351,59600
4.5714,68600
2.1979,63900
1.5987,59400
1.3882,69400
1.3373,58300
3.2083,76200
1.1707,62500
1.6667,68100
3.0603,70800
4.6154,86200
5.128,99600
3.1597,76200
2.8025,84300
5.7843,110100
6.3814,159900
1.6635,64400
3.6042,73600
4.0375,86400
6.2715,97200
4.3021,87500
4.4821,140300
2.5769,94400
1.899,64000
1.6838,95800
1.375,70100
1.4828,73100
2.3319,91200
1.5931,88400
2.1776,75500
1.1311,84700
2.625,72700
2.0625,67700
1.7292,81300
1.2639,51300
4.0208,32500
1.4338,43900
1.5417,57500
2.8684,62800
2.0109,54300
2.7,58800
1.4688,53800
0.922,67500
1.7857,62800
1.125,54400
1.8958,53800
5.3374,47500
0.8964,59200
3.1607,57500
1.7727,50000
1.2132,30000
0.8571,25000
1.275,56100
0.8585,45000
1.2049,44000
2.1212,108300
4.1576,141500
3.2132,166000
3.0817,118800
4.337,139700
4.375,180400
1.7388,54400
1.9722,116100
1.8325,105800
2.3261,98400
2.75,94500
1.7292,137500
2.325,80600
2.0357,74200
2.2574,104700
1.7868,45500
2.1,14999
1.1471,32900
2.7583,64900
2.5703,62400
2.6094,67900
4.3162,87100
3.0268,77000
4.0125,84400
3.1736,70700
2.2727,67200
1.8472,57400
1.4598,52600
1.6286,54600
1.7857,54300
1.8403,54700
2.8393,57000
2.325,63200
2.0575,67000
1.97,51900
2.0331,53200
3.0625,69400
1.3222,51400
2.1818,63500
1.3587,67500
5.5261,132000
2.6812,107600
5.6235,130600
10.0263,200000
4.8571,237500
3.8611,126400
5.575,132200
1.7109,44600
1.8289,59400
1.4427,50600
1.3527,60000
4.0208,90400
3.5714,84600
4.3906,93900
3.7708,79400
2.8295,72100
3.996,85500
3.1906,76200
2.8393,69800
2.9821,73100
3.4205,76600
3.875,94500
3.2325,89000
2.947,87100
3.6875,101700
3.5524,89100
3.1297,79000
3.6734,92900
3.5938,95200
3.0568,85600
3.7533,87000
3.725,83100
3.8307,70600
3.875,99500
4.2214,104600
5.4592,139100
7.7751,194100
3.0938,100800
6.3639,143000
2.569,113000
3.5441,87000
3.3462,67600
2.1111,105300
2.4919,75700
2.6903,62800
2.0643,57600
1.8523,59700
2.1588,61300
2.875,57400
1.6728,55400
1.7467,52400
1.365,54300
2.774,59500
1.625,46800
1.0648,50000
0.9951,48000
1.8819,58000
1.375,57500
1.4024,51000
1.3451,57500
1.4146,49100
1.4786,54800
1.625,50800
0.8639,49400
1.6009,48800
1.8319,55400
2.5083,70100
1.1875,50700
1.2618,46900
2.2212,55500
1.4773,57400
1.7292,58100
1.1638,57900
1.4125,42500
1.1944,57500
1.075,67500
1.9125,47500
1.4779,66000
0.8054,60000
1.1875,63800
2.0455,72500
1.7321,84400
3,91800
2.7312,147100
1.6786,126600
2.875,82700
2.9821,118700
1.8362,66900
3.6548,84700
3.3261,118400
4.6705,110700
4.5791,123400
4.3482,95200
2.6513,72300
3.9097,81300
3.0435,69500
2.1818,75300
1.7213,61600
2.2827,70000
2.5062,73700
1.9671,76800
1.8801,57800
1.6797,60700
1.2157,57000
1.056,51600
1.2469,46700
0.9407,43600
1.25,42500
1.4015,48700
1.7375,48600
0.9675,47100
1.6981,49400
1.2617,42700
1.1136,47800
1.2232,49300
3.1281,76200
2.1078,54700
1.9612,53400
2.4848,54000
1.7197,48900
1.5743,46700
3.2738,78700
1.7614,33200
1.6632,49800
1.6786,52900
0.9288,36600
2.2155,62100
1.1786,45600
2.1875,58000
3.0208,63700
1.983,63300
1.9125,57900
2.2407,76000
2.3125,65800
2.7256,71900
2.6875,73700
2.5644,73000
3.1753,85000
2.575,69900
2.6637,175000
2.9438,87200
4.0529,106200
2.4123,86200
4.8839,134100
5.1036,103400
4.0327,131000
10.5941,245800
7.1837,176300
8.5325,224100
5.4449,118500
4.1528,130100
6.759,170300
5.0012,106300
4.997,142900
3.569,70700
3.406,100700
3.8117,82800
3.4286,71400
2.1553,84700
2.7083,84700
3.0486,68500
1.5625,46700
1.5429,39400
1.9417,53800
2.4234,63700
2.75,65800
1.5357,56500
1.6575,59500
2.9402,56200
1.6522,53300
3.6852,109800
1.2,50000
3.4827,93600
4.1957,92700
2.5575,100200
3.3529,82600
4.0631,88200
4.1484,102900
3.6369,81600
2.596,70000
2.1006,74800
3.9054,80900
2.5804,97900
5.1457,118200
3.125,65000
2.7659,77500
2.35,91700
1.1528,150000
3.5,113900
2.9891,116500
3.1364,123500
4.5724,168400
3.0882,148200
4.0332,128300
2.9187,52100
2.6389,30000
4.15,68200
3.0742,57900
3.125,37500
2.3912,52900
2.8323,50800
2.5313,45800
3.9929,88300
3.1592,75400
2.3013,26600
2.1955,26900
2.9952,63800
1.9718,69800
2.8452,104700
4.4561,96900
3.25,88900
4.5903,94300
4.4125,149000
5.3119,157300
4.4196,121000
2.9453,82800
4.8266,146200
2.1635,110400
2.2321,37500
2.3533,65400
4.2375,78600
2.8269,61100
3.2279,95800
2.4044,65800
1.6944,58600
1.7105,52100
2.2071,64600
2.4961,58800
2.7,125000
1.1903,63200
2.3934,71900
1.9362,59000
1.4619,60500
3.176,71800
1.7868,54100
2.1186,47500
2.6066,80000
2.5625,156300
2.1295,59800
2.6726,83300
2.5208,58500
1.8843,55200
2.0025,54700
2.7411,59800
1.6786,56500
1.6045,57300
1.517,52100
1.7418,62200
2.2981,69900
2.1806,67200
2.3125,62100
1.7813,67800
2.4044,72500
2.033,68400
4.1917,84000
6.2885,216400
2.5806,82500
6.1563,204200
1.8419,92300
2.25,67500
2.6288,96000
2.0694,81200
1.5957,101400
1.4205,90000
3.4792,94600
1.8369,59400
1.5667,72500
2.3125,96900
1.4141,75800
1.3023,68500
1.6236,67300
1.8819,69700
2.5474,78400
3.625,55000
2.0441,42100
2.8,72000
3.3269,81900
4.0167,87500
5.8625,109400
5.2043,95700
6.1935,115700
3.0687,63500
6.0653,105300
5.5773,109000
3.5931,71900
3.5988,84500
6.0532,102800
3.858,70200
2.1458,52400
4.25,83200
4.15,85700
4.8494,87200
2.5812,91700
3.9261,101300
5.5551,142500
1.8984,54300
4.1518,91800
5.0762,98000
3.1755,81700
1.9962,50800
3.4015,86500
3.3693,71800
1.625,275000
2.375,137500
3.3889,68500
3.5391,81900
4.25,104400
